BusinessName,LicenseNumber,LicenseType,ServiceStreet,ServiceStreet2,ServiceUnitType,ServiceUnit,ServiceCity,ServiceCounty,ServiceState,ServiceZip,ServiceCountry,IssuedDate,MailingStreet,MailingStreet2,MailingUnitType,MailingUnit,MailingCity,MailingCounty,MailingState,MailingZip,MailingCountry
BILLET 4 BAGGERS,1114607,TPS,45 RIVER RD  ,,,,DAYTON,LYON,NV,894037712,USA,2015-03-25 00:00:00,,,,,,,,,
DEFUSCO LAW PLC,1122776,BOP,6945 E SAHUARO DR STE 125,,STE,125,SCOTTSDALE,MARICOPA,AZ,852546722,USA,2017-12-05 00:00:00,,,,,,,,,
BERGDOLL INSURANCE & FINANCIAL,1016131,BOP,16420 N 92ND ST STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852601947,USA,2018-01-29 00:00:00,16420 N 92ND ST STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852601947,USA
KIDDE-FENWAL INC,1129410,TPS,8 FARM SPRINGS RD  ,,,,FARMINGTON,HARTFORD,CT,060322526,USA,2016-08-25 00:00:00,,,,,,,,,
STREETY CONCRETE LLC,1113161,TPS,14575 W LA ESTRELLA STE D,,STE,D,GOODYEAR,MARICOPA,AZ,853383608,USA,2015-12-22 00:00:00,PO BOX 5368  ,,,,GOODYEAR,MARICOPA,AZ,853380664,USA
SPS PROPERTIES,0126861,TPS,7950 E THOMAS RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852516527,USA,2008-01-23 00:00:00,532 ELINOR DR  ,,,,FULLERTON,ORANGE,CA,928351823,USA
RENGANATHAN,1120499,TPS,9900 E BAHIA DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852602367,USA,2015-12-17 00:00:00,2920 E CAMELBACK RD STE 100,,STE,100,PHOENIX,MARICOPA,AZ,850164409,USA
POST.BID.SHIP., INC,1106987,BOP,7373 N SCOTTSDALE RD STE B270,,STE,B270,SCOTTSDALE,MARICOPA,AZ,852533513,USA,2018-02-09 00:00:00,,,,,,,,,
APPLAUSE HAIR & NAIL SALON,0118091,TPS,7246 E 1ST ST STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852514449,USA,2008-01-02 00:00:00,,,,,,,,,
ATITLAN ESTATES USA LLC,1094866,TPS,10943 E PALOMINO RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852595739,USA,2015-12-03 00:00:00,,,,,,,,,
HD BROADCAST AZ,1104148,TPS,15010 N 78TH WAY STE 206,,STE,206,SCOTTSDALE,MARICOPA,AZ,852602613,USA,2015-12-18 00:00:00,,,,,,,,,
JOSEPH & DENISE SCIARROTTA,1121975,TPS,6407 E LEWIS AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852571125,USA,2016-01-20 00:00:00,3635 E INVERNESS AVE STE 101,,STE,101,MESA,MARICOPA,AZ,852063848,USA
WCP WIRELESS LEASE SUBSIDIARY,1083458,TPS,9050 E PINNACLE PEAK RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852553611,USA,2016-01-20 00:00:00,2000 CORPORATE DR  ,,,,CANONSBURG,WASHINGTON,PA,153178564,USA
STEFFEY EXCAVATING CO,1032282,TPS,10433 W MARIPOSA GRANDE  ,,,,PEORIA,MARICOPA,AZ,853832716,USA,2015-12-18 00:00:00,,,,,,,,,
COMPREHENSIVE FAMILY DENTISTRY,0867873,BOP,3501 N SCOTTSDALE RD STE 242,,STE,242,SCOTTSDALE,MARICOPA,AZ,852515649,USA,2008-01-31 00:00:00,,,,,,,,,
TURN IT ON ELECTRIC LLC,1100619,TPS,1745 W DEER VALLEY RD STE 110,,STE,110,PHOENIX,MARICOPA,AZ,850272106,USA,2016-05-12 00:00:00,,,,,,,,,
OLIVE ROSE,1130552,TPS,15441 N 1ST ST  ,,,,PHOENIX,MARICOPA,AZ,850223084,USA,2016-10-03 00:00:00,,,,,,,,,
ROADWAY ELECTRIC LLC,1021547,TPS,2035 W MOUNTAIN VIEW RD  ,,,,PHOENIX,MARICOPA,AZ,850211922,USA,2016-01-05 00:00:00,,,,,,,,,
RJJ INVESTMENTS LLC,1084931,TPS,6631 E EARLL DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852517153,USA,2015-12-03 00:00:00,7600 E CAMELBACK RD STE 4,,STE,4,SCOTTSDALE,MARICOPA,AZ,852512106,USA
ARIZONA NEUROLOGY AND SLEEP CE,1057999,BOP,10290 N 92ND ST STE 300,,STE,300,SCOTTSDALE,MARICOPA,AZ,852584500,USA,2017-12-08 00:00:00,PO BOX 12821  ,,,,SCOTTSDALE,MARICOPA,AZ,852672821,USA
SOFULL SPUDZ,1129560,TPS,950 W ERIE ST APT 5,,APT,5,CHANDLER,MARICOPA,AZ,852254499,USA,2016-08-30 00:00:00,,,,,,,,,
HOME REPAIRS & REMODELING LLC,1001606,TPS,1938 E CARVER RD  ,,,,TEMPE,MARICOPA,AZ,852842543,USA,2015-12-23 00:00:00,PO BOX 31086  ,,,,PHOENIX,MARICOPA,AZ,850461086,USA
ARIZONA PERFORMANCE ELECTRIC L,1035136,TPS,6713 W WOLF ST  ,,,,PHOENIX,MARICOPA,AZ,850331515,USA,2012-03-23 00:00:00,18026 W LYNWOOD ST  ,,,,GOODYEAR,MARICOPA,AZ,853955874,USA
WESTERN SUN POOLS INC,1005121,TPS,8400 E TUMACARORI WAY  ,,,,CAREFREE,,AZ,853770000,USA,2015-12-24 00:00:00,7152 E BRAMBLE BERRY LN  ,,,,SCOTTSDALE,MARICOPA,AZ,852667177,USA
RAVEN GASTROPUB,1134488,BOP,8900 E PINNACLE PEAK RD STE B1,,STE,B1,SCOTTSDALE,MARICOPA,AZ,852553645,USA,2018-06-15 00:00:00,4322 E DESERT MARIGOLD DR  ,,,,CAVE CREEK,MARICOPA,AZ,853317822,USA
IP NETWORKED SERVICES INC,1101399,TPS,1950 HASSELL RD  ,,,,HOFFMAN ESTATES,COOK,IL,601696308,USA,2015-12-21 00:00:00,,,,,,,,,
YELP! INC,1056684,TPS,4343 N SCOTTSDALE RD STE 220,,STE,220,SCOTTSDALE,MARICOPA,AZ,852513344,USA,2015-11-21 00:00:00,140 NEW MONTGOMERY ST FL 9,,FL,9,SAN FRANCISCO,SAN FRANCISCO,CA,941053705,USA
KAIF DIGITAL CORPORATION,0137696,TPS,7678 E GREENWAY RD STE 103,,STE,103,SCOTTSDALE,MARICOPA,AZ,852601785,USA,2016-01-12 00:00:00,7678 E GREENWAY RD STE 103,,STE,103,SCOTTSDALE,MARICOPA,AZ,852601785,USA
KOWBOY KWAZEEN,1089703,TPS,8557 E ROWEL RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852551436,USA,2015-12-23 00:00:00,,,,,,,,,
MIST PHARMACEUTICALS LLC,1118771,BOP,9383 E BAHIA DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852601014,USA,2018-02-06 00:00:00,,,,,,,,,
BRAT HAUS,1075870,TPS,3622 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852515612,USA,2015-12-31 00:00:00,10110 N 128TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852595211,USA
PERFORMANCE MACHINE LLC,1123760,TPS,6892 MARLIN CIR  ,,,,LA PALMA,ORANGE,CA,906231017,USA,2016-02-04 00:00:00,,,,,,,,,
T T R SHELL,1034523,TPS,6930 E THOMAS RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852516829,USA,2015-12-03 00:00:00,,,,,,,,,
PAGE AVJET FUEL CO LLC,1109656,TPS,9800 NW 41ST ST STE 400,,STE,400,DORAL,MIAMI-DADE,FL,331782980,USA,2015-12-04 00:00:00,,,,,,,,,
PEARSON LAW PLC,1090999,BOP,4422 N CIVIC CENTER PLZ STE 202,,STE,202,SCOTTSDALE,MARICOPA,AZ,852513526,USA,2017-12-05 00:00:00,,,,,,,,,
PAWS SALON LLC,1016445,TPS,6830 E 5TH AVE STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852513836,USA,2015-11-21 00:00:00,,,,,,,,,
SUPERPUMPER #12,1127344,TPS,15550 N THOMPSON PEAK PKWY  ,,,,SCOTTSDALE,MARICOPA,AZ,852602173,USA,2016-06-03 00:00:00,14631 N SCOTTSDALE RD STE 125,,STE,125,SCOTTSDALE,MARICOPA,AZ,852543456,USA
SOUTHWEST SURFACE BLASTING INC,1080235,TPS,932 W 1ST AVE  ,,,,MESA,MARICOPA,AZ,852108445,USA,2015-12-28 00:00:00,PO BOX 41899  ,,,,MESA,MARICOPA,AZ,852741899,USA
US WATER SERVICES INC,1066161,TPS,12270 43RD ST NE  ,,,,SAINT MICHAEL,WRIGHT,MN,553768517,USA,2015-12-16 00:00:00,,,,,,,,,
STARTLINE CONSULTING LLC,1129291,BOP,7762 E GRAY RD STE 200,,STE,200,SCOTTSDALE,MARICOPA,AZ,852602967,USA,2018-05-02 00:00:00,,,,,,,,,
BCF INVESTMENTS LLC,1120294,TPS,27250 N 64TH ST UNIT 19,,UNIT,19,SCOTTSDALE,MARICOPA,AZ,852668840,USA,2015-11-21 00:00:00,PO BOX 517242  ,,,,TARZANA,,CA,913570000,USA
CHARLESTON'S SCOTTSDALE,0869846,TPS,17001 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852555872,USA,2015-12-16 00:00:00,3101 W TECUMSEH RD STE 200,,STE,200,NORMAN,CLEVELAND,OK,730721817,USA
KKP INVESTMENTS LLC,1111246,TPS,8327 E HOLLY ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852572823,USA,2015-11-21 00:00:00,6501 E GREENWAY PKWY STE 103-101,,STE,103-101,SCOTTSDALE,MARICOPA,AZ,852542025,USA
APICAL CONSTRUCTION LLC,1084146,TPS,1310 N ACACIA DR STE 102,,STE,102,GILBERT,MARICOPA,AZ,852331832,USA,2016-01-22 00:00:00,2330 S INDUSTRIAL PARK AVE  ,,,,TEMPE,MARICOPA,AZ,852821803,USA
YOUR EVENT FLORIST,1009761,TPS,7741 E GRAY RD STE 5,,STE,5,SCOTTSDALE,MARICOPA,AZ,852603484,USA,2015-12-31 00:00:00,,,,,,,,,
LEGENS HOT ROD SHOP,1131648,TPS,12324 HIGHWAY 45  ,,,,MARTIN,WEAKLEY,TN,382375814,USA,2016-11-16 00:00:00,,,,,,,,,
RJ BROMLEY CONSTRUCTION INC,1046564,TPS,1733 N SPENCER  ,,,,MESA,MARICOPA,AZ,852032696,USA,2015-12-23 00:00:00,1600 S BRISTLE CONE DR  ,,,,SHOW LOW,NAVAJO,AZ,859019814,USA
ANDREW MAGUIRE AND ASSOCIATES,1131420,TPS,4114 E CAMPBELL AVE  ,,,,PHOENIX,MARICOPA,AZ,850183711,USA,2016-11-04 00:00:00,,,,,,,,,
MCDOWELL MOUNTAIN LLC,0879874,TPS,14550 N FRANK LLOYD WRIGHT BLVD STE 200,,STE,200,SCOTTSDALE,MARICOPA,AZ,852608826,USA,2015-12-28 00:00:00,,,,,,,,,
ATP,1067072,BOP,14700 N AIRPORT DR STE 108,,STE,108,SCOTTSDALE,MARICOPA,AZ,852602431,USA,2018-01-11 00:00:00,PO BOX 1784  ,,,,PONTE VEDRA BEACH,SAINT JOHNS,FL,320041784,USA
EXCLUSIVE RESTORATION,0138111,TPS,2040 W DEER VALLEY RD STE C,,STE,C,PHOENIX,MARICOPA,AZ,850272008,USA,2007-12-06 00:00:00,2401 W BEHREND DR STE 71,,STE,71,PHOENIX,MARICOPA,AZ,850274145,USA
KONFARA COMPANY LLC,1017208,TPS,15050 N 78TH WAY  ,,,,SCOTTSDALE,MARICOPA,AZ,852602562,USA,2016-01-22 00:00:00,20225 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852556456,USA
RTI SEALANT SPECIALISTS INC,1082485,TPS,1102 E SAGE BRUSH ST  ,,,,GILBERT,MARICOPA,AZ,852962416,USA,2015-12-09 00:00:00,,,,,,,,,
LYLA BLEU,1129869,TPS,1757 THE WOODS DR  ,,,,EL CAJON,SAN DIEGO,CA,920193672,USA,2016-09-09 00:00:00,,,,,,,,,
KATHRYN A BRADLEY PC,1019796,BOP,14301 N 87TH ST STE 208,,STE,208,SCOTTSDALE,MARICOPA,AZ,852603689,USA,2017-11-30 00:00:00,,,,,,,,,
ESTHER BOIVIN INTERIORS LLC,1100294,TPS,10554 E BLANCHE DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852558539,USA,2015-12-09 00:00:00,,,,,,,,,
MIND WELL MED LLC,1120790,TPS,2629 N SCOTTSDALE RD STE 200,,STE,200,SCOTTSDALE,MARICOPA,AZ,852571370,USA,2015-12-16 00:00:00,11811 N TATUM BLVD STE 3055,,STE,3055,PHOENIX,MARICOPA,AZ,850281637,USA
BYTEWIZE INC,0917090,TPS,10871 E TIERRA DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852595729,USA,2015-12-16 00:00:00,76 KULI PUU ST  ,,,,KIHEI,MAUI,HI,967537157,USA
QUALITY SYSTEMS INC,1113356,TPS,18111 VON KARMAN AVE STE 700,,STE,700,IRVINE,ORANGE,CA,926127110,USA,2015-12-31 00:00:00,,,,,,,,,
ADVANCED AUTO SERVICE & TIRE C,1084272,TPS,1215 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852573408,USA,2015-11-21 00:00:00,PO BOX 20805  ,,,,MESA,MARICOPA,AZ,852770805,USA
WATERWORKS AZ LLC,1024806,TPS,6702 W SURREY AVE  ,,,,PEORIA,MARICOPA,AZ,853815008,USA,2016-01-05 00:00:00,,,,,,,,,
WATTS INVESTMENTS LLC,1110351,TPS,7305 E GREENWAY RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852601603,USA,2015-11-21 00:00:00,,,,,,,,,
SCOTTSDALE VETERINARY VENTURES,1087803,TPS,22595 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852554141,USA,2015-12-04 00:00:00,6677 W THUNDERBIRD RD STE L188,,STE,L188,GLENDALE,MARICOPA,AZ,853063761,USA
JMJ CORONADO LLC,1118981,TPS,8420 E CORONADO RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852572971,USA,2015-12-16 00:00:00,2627 MANHATTAN BEACH BLVD STE 212,,STE,212,REDONDO BEACH,LOS ANGELES,CA,902781611,USA
ENTERPRISE RENT A CAR 5065,1051658,TPS,15600 N NORTHSIGHT BLVD  ,,,,SCOTTSDALE,MARICOPA,AZ,852601920,USA,2015-11-21 00:00:00,4100 W GALVESTON ST STE 1,,STE,1,CHANDLER,,AZ,852260000,USA
LE CREUSET FACTORY STORE,1088900,TPS,15323 N SCOTTSDALE RD STE 140,,STE,140,SCOTTSDALE,MARICOPA,AZ,852542674,USA,2015-12-16 00:00:00,114 BOB GIFFORD BLVD  ,,,,EARLY BRANCH,HAMPTON,SC,299164138,USA
PTBYJOE STUDIO'S,1133521,BOP,7843 E MCDOWELL RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852573745,USA,2017-11-30 00:00:00,,,,,,,,,
DISCOVERY LAND COMPANY,1020777,BOP,14605 N 73RD ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852603105,USA,2017-12-05 00:00:00,,,,,,,,,
SUNSTATE EQUIPMENT CO,0133766,TPS,7424 E ADOBE DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852554800,USA,2015-12-16 00:00:00,5552 E WASHINGTON ST  ,,,,PHOENIX,MARICOPA,AZ,850342134,USA
C&T MANZANITA PROPERTIES LLP,0859658,TPS,8706 E MANZANITA DR STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852584366,USA,2016-04-14 00:00:00,10115 E BELL RD STE 107-434,,STE,107-434,SCOTTSDALE,MARICOPA,AZ,852602189,USA
STACY JUDD PHOTOGRAPHY,1122420,TPS,77722 CONNLEY LN  ,,,,FORT ROCK,,OR,977380000,USA,2015-12-28 00:00:00,,,,,,,,,
CRAFTSMAN COURT HOLDINGS LLC,1077001,TPS,4169 N CRAFTSMAN CT  ,,,,SCOTTSDALE,MARICOPA,AZ,852513833,USA,2015-12-07 00:00:00,20701 N SCOTTSDALE RD STE 107-497,,STE,107-497,SCOTTSDALE,MARICOPA,AZ,852556413,USA
HAYDEN ELECTRIC INC,0113587,TPS,28602 N 57TH ST  ,,,,CAVE CREEK,MARICOPA,AZ,853316409,USA,2015-12-09 00:00:00,PO BOX 13026  ,,,,SCOTTSDALE,MARICOPA,AZ,852673026,USA
MORGAN AND COMPANY,1129439,TPS,6125 E INDIAN SCHOOL RD STE 2005,,STE,2005,SCOTTSDALE,MARICOPA,AZ,852515400,USA,2016-08-25 00:00:00,PO BOX 1581  ,,,,SCOTTSDALE,MARICOPA,AZ,852521581,USA
KALEIDOSCOPE,0899051,TPS,11124 E CINDER CONE TRL  ,,,,SCOTTSDALE,MARICOPA,AZ,852624552,USA,2007-12-07 00:00:00,,,,,,,,,
JOHN FARNOL PAINTING INC,1004164,TPS,864 N ITHICA CT  ,,,,CHANDLER,MARICOPA,AZ,852253979,USA,2016-01-04 00:00:00,4032 S CHATHAM  ,,,,MESA,MARICOPA,AZ,852124303,USA
A SHADE ABOVE INC,0856753,TPS,3133 W YUMA ST  ,,,,PHOENIX,MARICOPA,AZ,850096203,USA,2018-10-25 00:00:00,PO BOX 6770  ,,,,PHOENIX,,AZ,850056770,USA
ADVANCED STONE CARE LLC,1056059,TPS,20475 N 87TH DR  ,,,,PEORIA,MARICOPA,AZ,853826410,USA,2015-12-17 00:00:00,,,,,,,,,
RODDIMEYER III LLC,1084669,TPS,9990 N 90TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852584419,USA,2015-12-11 00:00:00,7123 E BLUEBIRD LN  ,,,,PARADISE VALLEY,MARICOPA,AZ,852533639,USA
SEGEL,1112424,TPS,13250 N 90TH PL  ,,,,SCOTTSDALE,MARICOPA,AZ,852604274,USA,2015-12-23 00:00:00,225 E GERMANN RD STE 110-120,,STE,110-120,GILBERT,MARICOPA,AZ,852972904,USA
1A SMART START INC,1115083,TPS,14255 N 79TH ST STE 10,,STE,10,SCOTTSDALE,MARICOPA,AZ,852606943,USA,2015-12-16 00:00:00,500 E DALLAS RD STE 100,,STE,100,GRAPEVINE,TARRANT,TX,760517658,USA
INLINE COMMUNICATIONS INC,1103584,TPS,8620 N 94TH AVE  ,,,,PEORIA,MARICOPA,AZ,853457704,USA,2015-12-03 00:00:00,,,,,,,,,
WINHOLT EQUIPMENT CORP,1126611,TPS,20 CROSSWAYS PARK DR N STE 205,,STE,205,WOODBURY,NASSAU,NY,117972007,USA,2016-05-04 00:00:00,,,,,,,,,
URBAN ENERGY SOLUTIONS INC,1076401,TPS,3312 E BROADWAY RD  ,,,,PHOENIX,MARICOPA,AZ,850402830,USA,2016-01-14 00:00:00,,,,,,,,,
BYRON FARQUER,1123535,TPS,632 N 72ND PL  ,,,,SCOTTSDALE,MARICOPA,AZ,852574203,USA,2016-05-27 00:00:00,16040 N 59TH AVE  ,,,,GLENDALE,MARICOPA,AZ,853062350,USA
DON FRANCONE ATTORNEY,0906881,BOP,9825 E BELL RD STE 120,,STE,120,SCOTTSDALE,MARICOPA,AZ,852602348,USA,2008-01-03 00:00:00,8711 E PINNACLE PEAK RD SPC 290,,SPC,290,SCOTTSDALE,MARICOPA,AZ,852553555,USA
GLOBAL CONNECTION INC OF AMERI,1103247,TPS,5555 OAKBROOK PKWY STE 620,,STE,620,NORCROSS,GWINNETT,GA,300932253,USA,2016-01-05 00:00:00,PO BOX 720128  ,,,,OKLAHOMA CITY,OKLAHOMA,OK,731720128,USA
ASCENSUS INC,1072805,TPS,4135 N FRONT ST  ,,,,HARRISBURG,DAUPHIN,PA,171101616,USA,2015-11-21 00:00:00,4999 LOUISE DR STE 205,,STE,205,MECHANICSBURG,CUMBERLAND,PA,170556907,USA
M Y C O ACCESS CONTROL,0133882,TPS,2831 E CINNABAR AVE  ,,,,PHOENIX,MARICOPA,AZ,850284415,USA,2015-12-11 00:00:00,39506 N DAISY MOUNTAIN DR STE 122172,,STE,122172,ANTHEM,MARICOPA,AZ,850866068,USA
FAMILY BOARD GAMES LLC,1116455,TPS,23770 N 75TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852553443,USA,2016-02-12 00:00:00,PO BOX 25400  ,,,,SCOTTSDALE,MARICOPA,AZ,852550106,USA
HAROLD RAMIREZ,1121718,BOP,10814 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852546166,USA,2017-12-04 00:00:00,8375 E VIA DE VENTURA APT B280,,APT,B280,SCOTTSDALE,MARICOPA,AZ,852583143,USA
CAMBRIA CONSTRUCTORS LLC,1020685,TPS,7329 E GREENWAY RD STE A,,STE,A,SCOTTSDALE,MARICOPA,AZ,852601898,USA,2016-02-01 00:00:00,1865 E LELAND CIR  ,,,,MESA,MARICOPA,AZ,852032142,USA
BEAULIEU GROUP LLC,0934808,TPS,1502 CORONET DR  ,,,,DALTON,WHITFIELD,GA,307202664,USA,2015-11-21 00:00:00,PO BOX 1248  ,,,,DALTON,WHITFIELD,GA,307221248,USA
TRENDWAY CORP,0934004,TPS,13467 QUINCY ST  ,,,,HOLLAND,OTTAWA,MI,494249484,USA,2015-11-21 00:00:00,PO BOX 9016  ,,,,HOLLAND,,MI,494229016,USA
THE OLIVE SALON,1113574,TPS,10201 N SCOTTSDALE RD STE 34,,STE,34,SCOTTSDALE,MARICOPA,AZ,852531569,USA,2016-03-01 00:00:00,1942 N DOBSON RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852564704,USA
G&T CUSTOM HOMES,1076461,TPS,14125 W TWO GUNS TRL  ,,,,SURPRISE,MARICOPA,AZ,853744269,USA,2016-04-26 00:00:00,15029 N THOMPSON PEAK PKWY STE B111-569,,STE,B111-569,SCOTTSDALE,MARICOPA,AZ,852602217,USA
CHUCKIES,1110718,TPS,1013 4TH ST  ,,,,DE WITT,CLINTON,IA,527421813,USA,2015-01-07 00:00:00,,,,,,,,,
STILLWATER SERVICES LLC,1100703,TPS,4102 E ELWOOD ST  ,,,,PHOENIX,MARICOPA,AZ,850401922,USA,2015-12-09 00:00:00,,,,,,,,,
THOMAS J PICCOLO DDS PC,0901250,BOP,8591 E BELL RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852601305,USA,2017-12-01 00:00:00,8591 E BELL RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852601305,USA
PERFECTLY POOCHY,1129260,TPS,428 E ALAMEDA DR  ,,,,TEMPE,MARICOPA,AZ,852823821,USA,2016-08-15 00:00:00,,,,,,,,,
CLARIDGE ARIZONA DIVISION MELI,0919963,TPS,28473 N 108TH WAY  ,,,,SCOTTSDALE,MARICOPA,AZ,852627424,USA,2015-12-09 00:00:00,PO BOX 910  ,,,,HARRISON,BOONE,AR,726020910,USA
MERCURY POOL PLASTERING INC,0144539,TPS,2534 N 28TH PL  ,,,,PHOENIX,MARICOPA,AZ,850082010,USA,2016-02-04 00:00:00,,,,,,,,,
U-HAUL CO OF PHOENIX METRO,0136525,TPS,15455 N 84TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852601827,USA,2015-11-21 00:00:00,PO BOX 21517  ,,,,PHOENIX,MARICOPA,AZ,850361517,USA
PBW CONSTRUCTION LLC,1107562,TPS,15078 W LARKSPUR DR  ,,,,SURPRISE,MARICOPA,AZ,853795950,USA,2015-12-04 00:00:00,,,,,,,,,
COMBS CONSTRUCTION COMPANY INC,0878453,TPS,2801 S 49TH AVE  ,,,,PHOENIX,MARICOPA,AZ,850436104,USA,2015-12-24 00:00:00,PO BOX 10789  ,,,,GLENDALE,MARICOPA,AZ,853180789,USA
SCOTTSDALE GASTROENTEROLOGY AS,1084191,BOP,3501 N SCOTTSDALE RD STE 336,,STE,336,SCOTTSDALE,MARICOPA,AZ,852515650,USA,2017-12-14 00:00:00,,,,,,,,,
BETTER HEALTH SOLUTIONS,1045300,TPS,8040 E INDIAN SCHOOL RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852512685,USA,2016-01-06 00:00:00,7685 N VIA DE PLATINA  ,,,,SCOTTSDALE,MARICOPA,AZ,852583060,USA
TODD WHITTAKER DRYWALL INC,1053719,TPS,9201 W GRAND AVE  ,,,,PEORIA,MARICOPA,AZ,853458110,USA,2016-01-05 00:00:00,,,,,,,,,
DESERT SKY DEVELOPMENT CUSTOM,0126512,TPS,12072 E ALTADENA DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852593329,USA,2015-12-21 00:00:00,12072 E ALTADENA DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852593329,USA
FREDERICK J THOMPSON ATTORNEY,0030712,BOP,3666 N MILLER RD STE 107,,STE,107,SCOTTSDALE,MARICOPA,AZ,852514534,USA,2018-02-01 00:00:00,,,,,,,,,
SPROUTS FARMERS MARKET #2,1067426,TPS,9301 E SHEA BLVD STE 132,,STE,132,SCOTTSDALE,MARICOPA,AZ,852606736,USA,2015-12-30 00:00:00,5455 E HIGH ST STE 111,,STE,111,PHOENIX,MARICOPA,AZ,850545464,USA
TRANSCORE ITS LLC,1005707,TPS,15300 N 90TH ST STE 750,,STE,750,SCOTTSDALE,MARICOPA,AZ,852602776,USA,2015-12-15 00:00:00,3721 TECPORT DR STE 102,,STE,102,HARRISBURG,DAUPHIN,PA,171111200,USA
SOLID COMFORT AIR CONDITIONING,0132305,TPS,237 S DATE  ,,,,MESA,MARICOPA,AZ,852101216,USA,2007-12-06 00:00:00,,,,,,,,,
THE COUCH & BEYOND LLC,1132431,BOP,5111 N SCOTTSDALE RD STE 157,,STE,157,SCOTTSDALE,MARICOPA,AZ,852507004,USA,2017-12-12 00:00:00,,,,,,,,,
PACIFIC RIM CAPITAL INC,1123258,TPS,15231 LAGUNA CANYON RD STE 250,,STE,250,IRVINE,ORANGE,CA,926187714,USA,2016-02-16 00:00:00,,,,,,,,,
MIKE REUTER CONSTRUCTION INC,1098140,TPS,23026 N 16TH LN STE 103,,STE,103,PHOENIX,MARICOPA,AZ,850271319,USA,2016-01-07 00:00:00,15849 N 71ST ST STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852542179,USA
ALL REFERRALS LLC,1118163,BOP,8930 E RAINTREE DR STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852607029,USA,2018-01-02 00:00:00,,,,,,,,,
MCCARTHY BUILDING COMPANIES IN,1090577,TPS,6225 N 24TH ST STE 200,,STE,200,PHOENIX,MARICOPA,AZ,850162037,USA,2015-12-23 00:00:00,1341 N ROCK HILL RD  ,,,,SAINT LOUIS,SAINT LOUIS,MO,631241498,USA
WEGENER PROPERTIES LLC,1110113,TPS,7777 E MAIN ST UNIT 151,,UNIT,151,SCOTTSDALE,MARICOPA,AZ,852514644,USA,2015-12-22 00:00:00,690 E WARNER RD STE 153,,STE,153,GILBERT,MARICOPA,AZ,852963059,USA
WATER MART,0933409,TPS,4408 N MILLER RD STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852513696,USA,2015-12-04 00:00:00,7750 E MCDOWELL RD STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852573758,USA
I C INSIGHTS INC,0086069,BOP,13901 N 73RD ST STE 205,,STE,205,SCOTTSDALE,MARICOPA,AZ,852603125,USA,2018-01-17 00:00:00,,,,,,,,,
INSIGHT HOME SOLUTIONS LP,1059642,TPS,16410 N 91ST ST STE 104,,STE,104,SCOTTSDALE,MARICOPA,AZ,852601576,USA,2015-12-23 00:00:00,,,,,,,,,
DOUGLAS FAMILY DENTISTRY,1110834,BOP,10630 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852545240,USA,2018-01-22 00:00:00,,,,,,,,,
